Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
Eve,Neha,387600.33,20-11-2025,21:43:26,NFLX,1254.37
Alice,Kiran,46111.86,04-11-2025,07:49:59,HDFC,475.38
Alice,Gauri,73943.02,07-11-2025,19:10:44,TSLA,1998.46
Ivy,Neha,708889.44,06-06-2025,01:29:31,ICICIBANK,2109.79
Alice,David,555324.8,07-09-2025,07:02:28,ADANIENT,1735.39
Hannah,Farhan,255907.12,01-06-2025,16:39:59,NFLX,2150.48
Bob,Frank,122580.15,28-09-2025,23:02:42,AMZN,318.39
Chetan,Neha,258470.55,23-07-2025,22:52:49,HDFC,661.05
Farhan,Jaya,558753.68,18-06-2025,02:46:37,META,1159.24
Harish,David,47355.36,13-06-2025,14:09:13,GOOGL,607.12
Divya,Sneha,117218.88,13-11-2025,03:37:47,ICICIBANK,271.34
Alice,Neha,310698.05,17-10-2025,14:01:44,TCS,748.67
Grace,Lakshmi,611956.54,18-11-2025,03:00:30,TCS,2859.61
Rohit,Bhavna,222610.92,14-08-2025,21:01:45,INFY,1514.36
Ivy,Chetan,749586.6,24-06-2025,00:27:32,AMZN,1784.73
Rohit,Hannah,556305.6,27-11-2025,02:20:40,ICICIBANK,1511.7
David,Arjun,135428.16,15-08-2025,14:38:07,ICICIBANK,403.06
Bhavna,Divya,397689,09-06-2025,22:27:44,ICICIBANK,1744.25
Jaya,Divya,264202.56,07-07-2025,19:33:28,NFLX,1630.88
Eve,Varun,407693.52,12-11-2025,02:06:35,META,2613.42
David,Jaya,321121.62,24-07-2025,06:05:53,SBIN,798.81
Bhavna,Alice,566571.84,06-11-2025,05:01:55,GOOGL,1506.84
Hannah,Jack,784714.72,29-11-2025,04:43:15,MSFT,2928.04
Neha,Rohit,672523.78,02-09-2025,13:28:22,AMZN,1560.38
Eve,Bhavna,410660.86,24-07-2025,15:47:14,AMZN,973.13
Eve,Grace,62901.02,05-12-2025,00:58:44,TCS,691.22
Charlie,Chetan,307194.24,10-06-2025,17:28:58,NVDA,1591.68
Jaya,Grace,753462.64,02-09-2025,04:18:20,AAPL,2290.16
Bhavna,Hannah,703879,21-12-2025,14:54:17,AMZN,2884.75
Harish,Divya,168620.9,30-06-2025,03:21:42,SBIN,1213.1
Ivy,Neha,725121,05-09-2025,23:23:15,AAPL,2627.25
Rohit,Jack,218586.99,20-11-2025,09:05:20,NVDA,1026.23
Eve,Varun,656595.76,05-10-2025,22:20:37,NVDA,2071.28
Jack,Chetan,474545.35,27-10-2025,01:35:59,MSFT,2384.65
Jaya,Farhan,386960.42,05-10-2025,19:11:40,HDFC,2512.73
Frank,Gauri,114938.1,04-09-2025,16:41:01,SBIN,1277.09
Jaya,Divya,449729.86,23-07-2025,00:20:09,TCS,1770.59
Charlie,Farhan,302995.56,13-09-2025,18:11:07,TSLA,1097.81
Jack,Gauri,137355.6,03-12-2025,00:58:44,ICICIBANK,2368.2
Arjun,Lakshmi,134432.23,25-08-2025,08:16:02,RELIANCE,437.89
Ivy,Lakshmi,649224.45,04-12-2025,20:49:51,NVDA,2487.45
Bhavna,Hannah,442082.79,04-07-2025,20:03:54,META,2889.43
Chetan,Frank,632739.94,15-09-2025,10:50:00,TSLA,1767.43
Charlie,David,813499.05,07-12-2025,06:57:46,TCS,2667.21
Grace,Bob,662167.38,05-11-2025,13:37:14,ADANIENT,2252.27
Alice,Eve,99669.77,19-09-2025,20:28:31,AMZN,352.19
Grace,Varun,760369.61,23-09-2025,17:04:08,META,2935.79
Lakshmi,Hannah,66346.92,12-09-2025,04:16:22,NVDA,226.44
Divya,Frank,561661.98,05-06-2025,06:52:38,SBIN,1267.86
Eve,Bhavna,278025.7,20-07-2025,18:41:32,ICICIBANK,2356.15
Bob,Divya,202102.56,30-08-2025,14:19:37,RELIANCE,1531.08
Bhavna,Sneha,168475.78,18-11-2025,19:43:54,TCS,1574.54
Gauri,Grace,980465.06,13-07-2025,22:18:51,GOOGL,2488.49
Harish,Ivy,380998.4,24-09-2025,08:51:40,META,2976.55
Frank,David,1234.42,15-07-2025,22:04:45,MSFT,1234.42
Arjun,Kiran,906883.32,26-07-2025,15:38:36,HDFC,2042.53
Kiran,Charlie,84627.52,29-07-2025,11:37:54,ADANIENT,341.24
Sneha,Lakshmi,662785.2,07-09-2025,00:30:02,TCS,2869.2
Divya,Neha,66644.68,16-06-2025,09:40:41,AAPL,406.37
Gauri,Rohit,13840.95,22-08-2025,02:19:20,AAPL,2768.19
Manoj,Lakshmi,58916.37,25-06-2025,04:03:52,TSLA,191.91
Gauri,David,169982.6,05-07-2025,23:31:41,AMZN,696.65
David,Ivy,123410.56,02-08-2025,18:20:59,SBIN,1356.16
Manoj,Gauri,1377994.56,18-10-2025,01:30:26,GOOGL,2919.48
Neha,Hannah,56824.03,29-09-2025,07:05:29,NFLX,145.33
Manoj,Alice,395162.37,16-08-2025,02:02:44,ICICIBANK,2802.57
David,Kiran,174314.35,12-11-2025,01:43:04,TCS,469.85
Bob,Alice,174789.86,01-10-2025,03:51:59,ICICIBANK,1481.27
Eve,Sneha,108362.66,24-12-2025,02:41:12,MSFT,1484.42
Frank,Eve,794667.04,03-11-2025,05:34:23,RELIANCE,2921.57
Jack,Harish,23754.15,13-06-2025,03:00:56,NFLX,1583.61
Alice,Grace,283009.09,07-10-2025,12:10:21,ADANIENT,1674.61
Varun,Harish,1171242.15,18-06-2025,06:12:36,AAPL,2965.17
Arjun,Divya,627465.56,01-12-2025,11:21:57,ADANIENT,1642.58
Charlie,David,103881.33,01-10-2025,19:10:49,NVDA,1648.91
Hannah,Alice,1025738.39,18-10-2025,08:43:38,ICICIBANK,2857.21
Jaya,Hannah,256144.24,23-09-2025,06:13:24,NVDA,802.96
Alice,Eve,329344.86,03-12-2025,20:01:38,HDFC,773.11
Gauri,Varun,680601.96,12-07-2025,09:57:10,HDFC,1476.36
Kiran,Divya,353649.6,26-11-2025,16:19:00,GOOGL,736.77
Divya,Arjun,473961,28-08-2025,11:03:37,ICICIBANK,2060.7
David,Jack,1047951.96,08-08-2025,10:32:02,TSLA,2886.92
Ivy,Jack,88170.38,21-12-2025,07:40:41,INFY,278.14
Sneha,Manoj,253912.23,30-06-2025,14:42:53,RELIANCE,1775.61
Ivy,Divya,284826.24,27-08-2025,15:31:26,MSFT,1318.64
Arjun,David,375984.29,05-07-2025,01:53:47,TSLA,1047.31
Kiran,Harish,236091.52,29-10-2025,21:13:57,ADANIENT,526.99
Divya,Bhavna,359452.5,25-07-2025,23:29:25,AMZN,1089.25
Grace,Hannah,353577.66,25-12-2025,10:44:05,HDFC,908.94
Grace,Divya,368298.84,08-11-2025,01:02:20,ADANIENT,1349.08
Ivy,Harish,1047049.64,25-06-2025,15:31:21,RELIANCE,2578.94
Farhan,Rohit,457830.18,23-10-2025,16:11:50,AAPL,2211.74
Hannah,Farhan,306854.79,19-11-2025,06:47:46,NVDA,2535.99
Jack,Jaya,487362.14,14-08-2025,17:33:08,AAPL,1537.42
Neha,Jaya,140197.2,29-06-2025,17:08:38,INFY,543.4
Ivy,Gauri,96756.86,18-10-2025,00:08:09,NVDA,2103.41
Manoj,Farhan,688583.2,04-08-2025,05:48:42,MSFT,1871.15
Charlie,Hannah,446007.21,17-10-2025,14:52:56,ADANIENT,1228.67
Frank,Varun,275728.31,12-08-2025,01:35:03,ADANIENT,1928.17
Lakshmi,Frank,282677.41,26-11-2025,01:48:54,GOOGL,2501.57
Gauri,Farhan,56887.44,14-08-2025,07:59:28,ADANIENT,1115.44
Arjun,Divya,504135.45,17-11-2025,10:43:53,MSFT,2585.31
Lakshmi,Divya,621383.24,24-09-2025,19:56:19,AAPL,1451.83
Ivy,Jack,735173.78,30-06-2025,09:30:39,ICICIBANK,2304.62
Divya,Alice,113947.68,11-11-2025,19:03:49,GOOGL,1294.86
Arjun,Alice,8654.6,12-10-2025,19:20:00,META,2163.65
Gauri,David,925562.9,26-06-2025,06:10:28,MSFT,2839.15
Bob,Hannah,358261.55,29-12-2025,04:41:31,HDFC,735.65
Kiran,Divya,149331.36,27-12-2025,05:25:19,AMZN,2531.04
Grace,Lakshmi,483754.44,10-12-2025,09:02:23,TSLA,1340.04
Ivy,Harish,151818.66,25-10-2025,02:33:17,AMZN,2409.82
Grace,Sneha,368603.2,10-08-2025,05:49:16,RELIANCE,2303.77
Ivy,Varun,449954.46,11-12-2025,23:47:54,MSFT,1612.74
Alice,Grace,264690.8,26-12-2025,08:41:16,ICICIBANK,601.57
Lakshmi,Jaya,21015.6,26-11-2025,18:01:01,NVDA,126.6
Kiran,Eve,195784.72,20-09-2025,07:11:16,SBIN,1461.08
Ivy,Arjun,45957.12,17-12-2025,09:08:30,META,239.36
Divya,Chetan,633553.71,19-08-2025,13:10:55,META,1868.89
Varun,Chetan,9545.48,02-10-2025,20:05:00,NFLX,130.76
Farhan,Arjun,703897.2,19-11-2025,04:27:30,NFLX,1955.27
Eve,Charlie,752610.73,04-11-2025,16:31:53,NFLX,2678.33
Farhan,Divya,822602.21,01-09-2025,15:49:50,MSFT,2927.41
Grace,Hannah,817460.63,31-08-2025,13:05:25,AMZN,1644.79
Sneha,Bob,506275.04,09-10-2025,11:31:36,META,2182.22
Neha,Bob,727852.4,10-10-2025,01:35:11,HDFC,1538.8
Ivy,Eve,39288.45,10-10-2025,22:55:28,MSFT,2619.23
Divya,Jaya,57102.6,12-09-2025,08:47:59,MSFT,2855.13
Farhan,Gauri,919325.88,08-08-2025,13:42:29,AAPL,2321.53
Kiran,Jaya,239470.56,07-12-2025,12:22:05,MSFT,2850.84
Kiran,Lakshmi,32815.8,30-06-2025,00:05:19,RELIANCE,121.54
Arjun,Neha,227668.8,28-12-2025,11:37:09,NVDA,474.31
Jaya,Chetan,28370.52,07-06-2025,16:29:13,NFLX,130.14
Sneha,Arjun,47376.28,23-08-2025,02:38:42,NFLX,1692.01
Kiran,Neha,239550.39,31-10-2025,19:57:05,ADANIENT,2197.71
Bhavna,Bob,92456.34,01-06-2025,14:19:41,ADANIENT,1249.41
Frank,Manoj,547762.48,11-08-2025,01:33:11,ADANIENT,1569.52
Arjun,Hannah,900777.62,02-09-2025,13:42:50,MSFT,1928.86
Gauri,Manoj,374008.32,09-07-2025,02:13:03,TSLA,1298.64
Ivy,Frank,203502.75,31-12-2025,14:26:48,HDFC,798.05
Bhavna,Arjun,36008.2,31-10-2025,11:16:53,ADANIENT,837.4
Grace,Harish,601359.12,01-12-2025,16:02:25,ADANIENT,2784.07
Neha,David,417266.35,30-08-2025,00:38:20,META,1574.59
Jaya,Manoj,523137.06,21-07-2025,18:04:45,NFLX,1445.13
Charlie,Ivy,830167,08-10-2025,15:59:14,GOOGL,1747.72
Grace,Manoj,128273.6,07-07-2025,08:19:03,TCS,1233.4
Divya,David,735519.83,02-09-2025,21:39:24,ADANIENT,2599.01
Manoj,Charlie,789589.76,30-09-2025,22:11:11,NVDA,1862.24
Chetan,Ivy,470405.12,27-11-2025,21:27:21,META,1054.72
Ivy,Manoj,1037961.54,13-12-2025,03:02:21,NVDA,2797.74
Chetan,Charlie,862459.52,27-08-2025,22:13:13,NVDA,2884.48
Jack,Farhan,168416.04,13-09-2025,13:05:43,NFLX,2159.18
Neha,Kiran,291954,17-07-2025,13:54:18,AMZN,591
Harish,Ivy,437757.96,30-07-2025,14:17:07,ICICIBANK,923.54
Bhavna,Charlie,425364.24,28-10-2025,02:25:11,SBIN,2116.24
Arjun,Frank,411107.4,14-12-2025,00:35:30,META,845.9
Alice,Grace,349615.8,14-09-2025,15:22:36,AMZN,1626.12
Ivy,Gauri,721873.92,17-09-2025,04:42:20,ICICIBANK,1879.88
Alice,Rohit,938196,24-12-2025,08:30:52,MSFT,2142
Manoj,Gauri,72530.56,15-10-2025,21:42:06,ICICIBANK,1133.29
Grace,Varun,666030.73,08-06-2025,09:15:11,ADANIENT,1426.19
Neha,Jack,40812.57,29-09-2025,11:05:51,SBIN,1407.33
Jaya,Neha,812304.72,16-07-2025,17:06:12,AAPL,2375.16
Grace,Jaya,136086.4,21-10-2025,14:07:36,MSFT,2126.35
Sneha,Varun,287802.62,23-11-2025,03:50:25,NVDA,1506.82
Bhavna,Alice,159903.57,02-12-2025,21:16:01,NVDA,873.79
Alice,Bhavna,467521,29-09-2025,12:34:37,TCS,1016.35
Neha,Bob,37809,14-08-2025,14:55:24,ICICIBANK,420.1
Charlie,Kiran,794385.06,10-12-2025,08:38:53,AAPL,2701.99
Sneha,Charlie,17478.64,02-06-2025,12:54:26,AMZN,2184.83
Manoj,Divya,474474,21-10-2025,02:28:11,RELIANCE,1027
Alice,Hannah,494078.76,30-08-2025,23:27:52,MSFT,1907.64
Harish,Charlie,647684.64,17-09-2025,21:21:38,SBIN,1352.16
David,Varun,420166.45,22-10-2025,06:52:53,GOOGL,2271.17
Jack,Hannah,105600.56,20-11-2025,20:12:03,HDFC,1015.39
Rohit,Gauri,550993.38,24-10-2025,13:46:21,TCS,2539.14
David,Neha,262638.35,28-09-2025,20:00:13,HDFC,1117.61
Alice,Divya,1210169.16,25-12-2025,06:27:33,NVDA,2860.92
Alice,Harish,747228.63,22-06-2025,17:56:27,GOOGL,1961.23
Hannah,Kiran,346862.1,23-12-2025,16:14:27,AMZN,702.15
Eve,Chetan,141312.33,26-10-2025,08:24:31,GOOGL,923.61
Jaya,Kiran,611553.89,03-11-2025,01:26:00,RELIANCE,2694.07
Bhavna,Frank,75973.95,25-11-2025,01:00:33,GOOGL,1948.05
Rohit,David,766260.04,17-11-2025,21:53:38,AMZN,2105.11
Frank,Manoj,301722.96,08-11-2025,12:08:03,GOOGL,979.62
Neha,Harish,300437.04,01-06-2025,05:42:34,NVDA,2177.08
Alice,Sneha,240772.5,21-08-2025,06:20:09,GOOGL,1486.25
Farhan,Divya,129362.52,26-10-2025,22:30:16,AAPL,1087.08
Rohit,Varun,421545.15,16-12-2025,13:27:48,NVDA,2494.35
Bob,Chetan,364205,14-06-2025,04:04:15,GOOGL,791.75
Divya,Grace,520972.48,24-06-2025,19:44:12,MSFT,1915.34
Arjun,Neha,189691.2,02-12-2025,13:14:27,ICICIBANK,2634.6
Frank,Harish,152695.4,10-11-2025,22:51:56,AAPL,803.66
Jack,Hannah,743028,08-06-2025,07:22:47,NFLX,2814.5
Ivy,Varun,925751.84,29-06-2025,05:45:41,TSLA,2515.63
Lakshmi,Harish,134904.68,28-07-2025,19:08:46,GOOGL,571.63
Varun,Alice,633143.78,25-12-2025,21:27:17,AMZN,1382.41
Chetan,Gauri,36091.2,27-08-2025,13:54:43,TSLA,601.52
Bob,Eve,421360.8,17-12-2025,08:59:12,AMZN,1074.9
Bob,Manoj,70372.7,30-11-2025,21:24:05,MSFT,472.3
Sneha,Charlie,1063234.25,23-06-2025,16:41:12,NVDA,2733.25
Neha,David,1047464.95,11-07-2025,19:50:28,ADANIENT,2651.81
Eve,Gauri,696938.55,27-09-2025,09:33:57,RELIANCE,1679.37
Manoj,Gauri,16254.84,03-12-2025,22:02:54,TSLA,1354.57
David,Jack,63789.44,04-10-2025,22:55:31,AAPL,469.04
Grace,Harish,520795.44,21-11-2025,15:53:59,RELIANCE,1753.52
Lakshmi,Neha,425280.86,13-12-2025,23:11:13,RELIANCE,1341.58
Charlie,Bob,546912.72,01-08-2025,19:00:56,ADANIENT,1199.37
Chetan,Farhan,54244.84,09-07-2025,21:28:22,NFLX,371.54
Frank,Manoj,641586.2,26-11-2025,14:08:46,NVDA,2421.08
Varun,Gauri,275992.5,21-06-2025,06:43:30,AMZN,1103.97
Divya,Neha,152376.56,11-11-2025,11:05:32,NFLX,712.04
Chetan,Jack,220372.94,17-11-2025,18:27:24,ICICIBANK,867.61
Divya,Farhan,597126.24,27-06-2025,11:33:42,ADANIENT,1889.64
Neha,Jaya,171811.53,30-09-2025,08:30:06,NVDA,473.31
Hannah,Jack,301617.06,31-12-2025,09:44:18,META,2957.03
Bob,Arjun,458807.44,22-11-2025,05:36:31,GOOGL,928.76
Varun,Jack,370033.3,11-06-2025,18:56:29,NFLX,755.17
David,Frank,408287.36,08-09-2025,01:29:26,NVDA,823.16
Frank,Varun,521046.5,28-07-2025,01:26:27,AMZN,1054.75
Bob,Divya,1043114.64,17-07-2025,00:41:34,META,2850.04
Bob,Gauri,305150.08,19-10-2025,13:39:09,GOOGL,768.64
Farhan,Lakshmi,128546.2,08-09-2025,02:51:01,ADANIENT,710.2
Kiran,Bob,43391.48,14-09-2025,02:34:36,NFLX,1276.22
Lakshmi,Jaya,871046.3,04-12-2025,14:38:14,TSLA,1853.29
Eve,Rohit,557757.96,06-06-2025,16:53:11,TSLA,1273.42
Neha,Bhavna,311650.24,11-06-2025,14:14:21,ICICIBANK,885.37
Eve,Kiran,58536.14,10-11-2025,13:42:27,ICICIBANK,392.86
Frank,Eve,309271.22,22-12-2025,09:46:22,AMZN,2535.01
Harish,Charlie,110942.52,14-06-2025,19:27:58,MSFT,449.16
Hannah,Ivy,264957.33,16-10-2025,15:16:25,GOOGL,1879.13
Grace,David,31454.36,05-08-2025,03:28:07,SBIN,2246.74
Sneha,Kiran,903857.08,31-08-2025,07:08:29,NVDA,2237.27
Gauri,Hannah,252134.28,03-07-2025,02:34:17,TCS,1218.04
David,Hannah,686362.05,26-10-2025,01:54:39,SBIN,1386.59
Arjun,Frank,269208.56,06-06-2025,22:28:50,NVDA,2926.18
Jack,Eve,173593.2,16-09-2025,19:50:40,SBIN,789.06
David,Ivy,521650.75,08-07-2025,14:40:30,ICICIBANK,2914.25
Rohit,Sneha,733157.2,16-09-2025,12:48:50,SBIN,1593.82
Grace,Eve,207571.56,24-06-2025,15:17:50,INFY,1192.94
Manoj,Harish,78237.18,18-07-2025,15:16:41,HDFC,2523.78
Manoj,Alice,595036.2,31-12-2025,20:29:15,TCS,1671.45
Bob,Bhavna,459663.12,04-12-2025,05:56:49,ADANIENT,1517.04
Gauri,Alice,201181.52,13-09-2025,21:24:05,MSFT,1169.66
Bob,Jack,764320.59,16-10-2025,23:41:46,INFY,2573.47
Rohit,Kiran,20968.71,15-12-2025,01:09:00,TSLA,676.41
Divya,Manoj,17808.7,27-11-2025,18:44:36,MSFT,195.7
Chetan,Jaya,167645.8,14-08-2025,13:21:06,NVDA,1197.47
Jaya,Jack,289662.12,05-12-2025,15:04:22,NVDA,1462.94
Gauri,Chetan,688022.67,15-09-2025,07:43:31,TSLA,1460.77
Arjun,Harish,50884.47,17-07-2025,19:49:22,MSFT,2678.13
Chetan,Hannah,836356.5,15-11-2025,17:46:29,AAPL,2844.75
Sneha,Divya,49895.68,20-06-2025,19:38:51,INFY,183.44
Manoj,Sneha,403577.22,12-11-2025,05:52:08,INFY,1102.67
Grace,Divya,213621,31-12-2025,10:13:52,AAPL,1378.2
Hannah,Kiran,166540.68,26-08-2025,14:52:34,AMZN,1790.76
Charlie,Hannah,627452.88,21-09-2025,01:04:49,SBIN,1592.52
Divya,Jaya,521419.83,25-06-2025,17:48:44,NFLX,1477.11
Lakshmi,Eve,466489.7,05-06-2025,10:20:46,META,2861.9
Lakshmi,Eve,33281,09-10-2025,00:19:54,HDFC,332.81
Grace,Jack,841650.2,24-11-2025,12:59:37,INFY,2130.76
Bob,Kiran,309501.92,16-06-2025,06:54:42,HDFC,2668.12
Jack,Jaya,44286.88,28-12-2025,13:02:08,MSFT,2767.93
Jack,Rohit,241301.71,25-06-2025,03:20:02,RELIANCE,976.93
Jaya,Harish,25074.38,19-07-2025,02:57:53,NVDA,234.34
Arjun,Sneha,140257.71,19-07-2025,16:07:23,MSFT,390.69
Ivy,Neha,842440.56,15-08-2025,19:43:43,INFY,2966.34
Harish,Hannah,547734.52,06-07-2025,18:57:26,MSFT,1433.86
Varun,Divya,88643.61,07-08-2025,23:22:53,ADANIENT,2686.17
Eve,Lakshmi,136474.8,02-12-2025,12:20:54,NVDA,590.8
Jaya,Hannah,410124.28,17-11-2025,08:47:15,HDFC,2265.88
Hannah,Farhan,314082.72,10-10-2025,13:28:06,INFY,2804.31
Ivy,Gauri,386705.26,26-06-2025,13:19:00,ICICIBANK,1877.21
Chetan,Rohit,329335.71,15-12-2025,03:18:55,NFLX,2552.99
Hannah,Sneha,53983.3,20-08-2025,20:16:50,AAPL,1173.55
Alice,Charlie,849163.14,28-09-2025,21:22:43,GOOGL,2888.31
Hannah,Manoj,48174.48,23-12-2025,07:31:38,RELIANCE,669.09
Divya,Manoj,635139.45,19-10-2025,06:34:09,TCS,1283.11
Harish,Jack,791217.26,05-07-2025,12:44:48,HDFC,2856.38
Kiran,Farhan,18563.19,13-08-2025,09:13:34,MSFT,977.01
Kiran,Hannah,164497.06,01-08-2025,05:11:15,ICICIBANK,1227.59
Farhan,Hannah,566599.8,08-06-2025,22:26:22,ICICIBANK,2905.64
Manoj,Jack,398505.21,04-12-2025,00:47:11,SBIN,1148.43
Varun,Divya,19601.2,10-09-2025,23:38:56,AAPL,980.06
Lakshmi,Charlie,715393.06,25-07-2025,18:15:43,ICICIBANK,1797.47
Harish,Jaya,991539,23-12-2025,13:48:25,GOOGL,2203.42
Grace,David,117633.08,17-11-2025,05:41:49,TCS,679.96
Harish,Farhan,216548.1,24-12-2025,11:06:39,NVDA,1604.06
Jack,Chetan,846649.44,05-11-2025,11:44:42,META,2519.79
Neha,Divya,905793.35,17-10-2025,14:37:55,NFLX,2352.71
David,Manoj,610722.47,31-12-2025,10:25:07,HDFC,1951.19
Chetan,Varun,237222.63,04-08-2025,07:25:09,ICICIBANK,560.81
Farhan,Varun,286237.55,09-09-2025,09:55:57,TCS,1547.23
Harish,Ivy,130950.82,02-08-2025,23:46:06,AMZN,850.33
Alice,Lakshmi,8002.5,05-10-2025,10:54:01,META,1333.75
Bhavna,Sneha,53862.72,14-12-2025,12:27:18,ADANIENT,2834.88
Chetan,Bhavna,1139769.54,23-11-2025,13:26:18,META,2549.82
Kiran,Manoj,128003.52,20-10-2025,23:06:31,TCS,1333.37
Varun,Rohit,251433.21,20-10-2025,09:12:40,TCS,1710.43
Farhan,Chetan,827472.02,26-08-2025,21:04:55,AMZN,2370.98
Charlie,Sneha,641878.9,19-08-2025,00:09:38,AAPL,1299.35
Farhan,Manoj,124695.64,04-10-2025,01:28:04,AAPL,274.66
Bob,Jack,475444.8,07-10-2025,11:49:41,ADANIENT,1650.85
Rohit,Grace,67734,26-09-2025,12:02:55,MSFT,255.6
Jaya,Arjun,128226.09,30-07-2025,17:47:11,META,1155.19
Frank,Manoj,264686.74,29-06-2025,13:35:08,GOOGL,966.01
Lakshmi,Bob,243885.64,20-09-2025,13:18:25,SBIN,539.57
Rohit,Divya,28675.94,30-11-2025,19:35:04,INFY,1509.26
Harish,Sneha,205399.99,22-09-2025,07:32:56,HDFC,428.81
Neha,Kiran,683677.8,07-10-2025,02:44:17,MSFT,2921.7
Lakshmi,Divya,146681.01,15-10-2025,18:41:33,GOOGL,332.61
Grace,Bob,49839.66,17-10-2025,09:08:56,INFY,212.99
Frank,Jack,812814.75,08-09-2025,16:14:05,HDFC,2006.95
Rohit,Alice,82030.22,25-09-2025,10:16:37,INFY,773.87
Frank,Sneha,19215.36,27-07-2025,21:09:08,TSLA,533.76
Jaya,Divya,599787.44,23-10-2025,20:00:02,RELIANCE,1530.07
Alice,Eve,42197.04,23-06-2025,00:01:38,TCS,204.84
Ivy,Chetan,279938.45,08-08-2025,14:55:19,ICICIBANK,877.55
Alice,Hannah,40466.79,30-09-2025,19:40:50,TSLA,444.69
Hannah,Eve,22993.47,05-07-2025,07:23:15,ADANIENT,2554.83
Harish,Varun,69053.18,01-11-2025,10:37:16,RELIANCE,972.58
Neha,Jaya,348266.94,11-06-2025,03:15:16,INFY,1568.77
Charlie,Bob,43137.15,23-08-2025,12:58:42,ICICIBANK,1232.49
Divya,Neha,1180674.03,11-12-2025,13:02:21,ICICIBANK,2973.99
Rohit,Eve,244709.99,23-07-2025,04:09:26,RELIANCE,812.99
Grace,Gauri,526873.08,21-06-2025,14:50:22,NFLX,1251.48
Lakshmi,Sneha,78958.12,26-08-2025,02:45:11,RELIANCE,419.99
Neha,Varun,12371.04,21-06-2025,17:12:26,AAPL,687.28
Varun,Harish,24700.2,07-07-2025,08:27:54,INFY,588.1
Jack,Chetan,487365.45,25-06-2025,21:32:15,INFY,2953.73
Divya,Varun,122510.08,10-07-2025,17:48:29,META,1914.22
Hannah,Chetan,824692.05,03-10-2025,00:58:57,INFY,2349.55
Divya,Varun,353463.6,19-08-2025,15:55:30,MSFT,1523.55
Alice,Farhan,273447,29-10-2025,22:15:13,META,2377.8
Harish,Rohit,194803.4,03-08-2025,03:05:18,NVDA,885.47
Bob,Hannah,175025.97,08-08-2025,09:59:55,INFY,476.91
Gauri,David,432769.89,08-07-2025,03:27:08,HDFC,1315.41
Eve,Hannah,162291.92,08-11-2025,00:49:59,HDFC,2898.07
Gauri,Hannah,428440.29,03-12-2025,14:15:30,AAPL,954.21
Ivy,Sneha,126250.48,08-12-2025,08:02:00,AMZN,2069.68
Arjun,Harish,377468.64,23-10-2025,00:38:13,NVDA,813.51
Neha,Harish,679668.3,12-06-2025,04:10:20,INFY,1629.9
Eve,Hannah,1035851.25,21-08-2025,00:14:48,RELIANCE,2762.27
Chetan,Jaya,1270338.87,26-10-2025,17:56:06,AMZN,2597.83
Varun,Jaya,560049.7,11-09-2025,02:30:47,SBIN,2353.15
Ivy,Chetan,96993,30-11-2025,09:05:17,AAPL,646.62
Eve,Ivy,383146.56,09-07-2025,10:05:14,NFLX,1107.36
Eve,Bob,258685.65,09-07-2025,19:26:03,MSFT,1100.79
Chetan,Neha,109988,29-11-2025,07:15:55,HDFC,887
Hannah,Frank,144171.81,24-10-2025,23:17:46,TCS,2529.33
Varun,Manoj,111444.2,18-12-2025,17:40:02,SBIN,242.27
Hannah,Rohit,1153263.65,13-12-2025,19:30:55,NFLX,2320.45
Charlie,Chetan,258539.19,13-09-2025,17:01:29,META,947.03
Jack,Bob,620785.94,08-09-2025,07:32:43,AAPL,1244.06
Farhan,Bob,541921.8,16-06-2025,11:00:37,MSFT,1290.29
Rohit,Farhan,126891.12,14-09-2025,08:18:52,AAPL,1669.62
Jack,Jaya,321840.73,09-08-2025,08:10:54,GOOGL,1685.03
Grace,Eve,265357.08,06-09-2025,11:59:03,TSLA,2457.01
Jaya,David,402153.13,17-08-2025,02:34:08,INFY,2020.87
Manoj,Farhan,27207.83,16-08-2025,12:35:44,HDFC,372.71
Jack,Kiran,545453.57,06-11-2025,18:46:32,META,1753.87
Manoj,Grace,225082,21-07-2025,13:00:54,AMZN,692.56
Bhavna,Hannah,705409.32,05-12-2025,04:29:38,META,1526.86
Jack,Eve,344721.22,26-11-2025,03:02:07,GOOGL,1581.29
Charlie,Harish,162872.51,30-11-2025,10:30:35,TSLA,730.37
Harish,Grace,36099.96,01-07-2025,05:34:29,ADANIENT,494.52
Grace,Eve,176552.64,09-11-2025,13:28:05,ADANIENT,445.84
Varun,Arjun,76202.24,23-06-2025,05:17:08,AMZN,257.44
Hannah,Charlie,732937.26,06-08-2025,12:20:12,AAPL,1720.51
Arjun,Bob,315923.79,27-07-2025,11:42:52,GOOGL,783.93
Grace,Bob,360456.48,14-09-2025,11:29:50,NVDA,1112.52
Varun,Grace,690034.03,26-07-2025,11:01:24,MSFT,1859.93
Arjun,Manoj,56484.72,28-10-2025,09:30:48,HDFC,123.87
Chetan,Jack,19169.15,12-10-2025,18:05:26,INFY,547.69
Frank,David,269972.7,04-12-2025,13:55:50,TSLA,2872.05
Ivy,Neha,1037740.97,09-11-2025,14:40:25,SBIN,2088.01
Chetan,Bhavna,1286861.73,07-09-2025,21:19:48,GOOGL,2664.31
Rohit,Harish,148853.98,12-12-2025,11:34:06,AMZN,712.22
Alice,Manoj,138821.84,13-06-2025,00:37:54,MSFT,2619.28
